ORDER_NUMBER,QUANTITY,ORDER_LINE_NUMBER,ORDER_DATE,STATUS,PRODUCT_PURCHASED,SOLD_TO,DEAL_SIZE
10280,37,13,8/17/2004 0:00,Shipped,S18_2325,Amica Models & Co.,Medium
10280,22,10,8/17/2004 0:00,Shipped,S18_2795,Amica Models & Co.,Medium
10280,46,3,8/17/2004 0:00,Shipped,S18_2949,Amica Models & Co.,Medium
10280,43,5,8/17/2004 0:00,Shipped,S18_2957,Amica Models & Co.,Small
10280,29,4,8/17/2004 0:00,Shipped,S18_3136,Amica Models & Co.,Medium
10293,24,4,09-09-2004 00:00,Shipped,S18_3140,Amica Models & Co.,Small
10293,22,6,09-09-2004 00:00,Shipped,S18_3259,Amica Models & Co.,Small
10280,34,7,8/17/2004 0:00,Shipped,S18_3320,Amica Models & Co.,Medium
10280,35,17,8/17/2004 0:00,Shipped,S18_4409,Amica Models & Co.,Medium
10293,49,3,09-09-2004 00:00,Shipped,S18_4522,Amica Models & Co.,Medium
10280,20,12,8/17/2004 0:00,Shipped,S24_1937,Amica Models & Co.,Small
10293,21,2,09-09-2004 00:00,Shipped,S24_2011,Amica Models & Co.,Small
10280,45,11,8/17/2004 0:00,Shipped,S24_2022,Amica Models & Co.,Small
10280,33,14,8/17/2004 0:00,Shipped,S24_3969,Amica Models & Co.,Small
10280,21,6,8/17/2004 0:00,Shipped,S24_4258,Amica Models & Co.,Small
10293,29,5,09-09-2004 00:00,Shipped,S700_1938,Amica Models & Co.,Small
10293,32,1,09-09-2004 00:00,Shipped,S72_3212,Amica Models & Co.,Small
10391,24,4,03-09-2005 00:00,Shipped,S10_1949,"Anna's Decorations, Ltd",Small
10370,35,4,1/20/2005 0:00,Shipped,S10_4962,"Anna's Decorations, Ltd",Small
10391,37,7,03-09-2005 00:00,Shipped,S10_4962,"Anna's Decorations, Ltd",Small
10169,30,2,11-04-2003 00:00,Shipped,S12_1099,"Anna's Decorations, Ltd",Medium
10370,49,8,1/20/2005 0:00,Shipped,S12_1666,"Anna's Decorations, Ltd",Large
10391,39,9,03-09-2005 00:00,Shipped,S12_1666,"Anna's Decorations, Ltd",Small
10169,35,13,11-04-2003 00:00,Shipped,S12_2823,"Anna's Decorations, Ltd",Medium
10169,36,3,11-04-2003 00:00,Shipped,S12_3990,"Anna's Decorations, Ltd",Small
10370,27,1,1/20/2005 0:00,Shipped,S18_1097,"Anna's Decorations, Ltd",Medium
10391,29,10,03-09-2005 00:00,Shipped,S18_1097,"Anna's Decorations, Ltd",Small
10148,23,13,09-11-2003 00:00,Shipped,S18_1129,"Anna's Decorations, Ltd",Small
10391,35,2,03-09-2005 00:00,Shipped,S18_1342,"Anna's Decorations, Ltd",Medium
10391,42,3,03-09-2005 00:00,Shipped,S18_1367,"Anna's Decorations, Ltd",Medium
10148,47,9,09-11-2003 00:00,Shipped,S18_1589,"Anna's Decorations, Ltd",Medium
10148,25,12,09-11-2003 00:00,Shipped,S18_1984,"Anna's Decorations, Ltd",Medium
10370,22,5,1/20/2005 0:00,Shipped,S18_2319,"Anna's Decorations, Ltd",Medium
10370,22,7,1/20/2005 0:00,Shipped,S18_2432,"Anna's Decorations, Ltd",Small
10391,44,5,03-09-2005 00:00,Shipped,S18_2432,"Anna's Decorations, Ltd",Small
10148,27,10,09-11-2003 00:00,Shipped,S18_2870,"Anna's Decorations, Ltd",Medium
10391,32,6,03-09-2005 00:00,Shipped,S18_2949,"Anna's Decorations, Ltd",Small
10148,32,14,09-11-2003 00:00,Shipped,S18_3232,"Anna's Decorations, Ltd",Medium
10370,27,9,1/20/2005 0:00,Shipped,S18_3232,"Anna's Decorations, Ltd",Small
10169,32,5,11-04-2003 00:00,Shipped,S18_3278,"Anna's Decorations, Ltd",Small
10169,36,4,11-04-2003 00:00,Shipped,S18_3482,"Anna's Decorations, Ltd",Medium
10148,28,11,09-11-2003 00:00,Shipped,S18_3685,"Anna's Decorations, Ltd",Medium
10169,38,8,11-04-2003 00:00,Shipped,S18_3782,"Anna's Decorations, Ltd",Small
10148,34,1,09-11-2003 00:00,Shipped,S18_4409,"Anna's Decorations, Ltd",Medium
10370,29,6,1/20/2005 0:00,Shipped,S18_4600,"Anna's Decorations, Ltd",Small
10370,20,2,1/20/2005 0:00,Shipped,S18_4668,"Anna's Decorations, Ltd",Small
10169,33,7,11-04-2003 00:00,Shipped,S18_4721,"Anna's Decorations, Ltd",Medium
10148,29,2,09-11-2003 00:00,Shipped,S18_4933,"Anna's Decorations, Ltd",Small
10148,25,6,09-11-2003 00:00,Shipped,S24_1046,"Anna's Decorations, Ltd",Small
10148,47,8,09-11-2003 00:00,Shipped,S24_1628,"Anna's Decorations, Ltd",Small
10391,33,8,03-09-2005 00:00,Shipped,S24_1937,"Anna's Decorations, Ltd",Large
10391,24,1,03-09-2005 00:00,Shipped,S24_2022,"Anna's Decorations, Ltd",Medium
10169,38,11,11-04-2003 00:00,Shipped,S24_2360,"Anna's Decorations, Ltd",Small
10148,21,4,09-11-2003 00:00,Shipped,S24_2766,"Anna's Decorations, Ltd",Small
10148,34,3,09-11-2003 00:00,Shipped,S24_2887,"Anna's Decorations, Ltd",Medium
10148,31,5,09-11-2003 00:00,Shipped,S24_3191,"Anna's Decorations, Ltd",Small
10169,34,1,11-04-2003 00:00,Shipped,S24_3371,"Anna's Decorations, Ltd",Small
10148,27,7,09-11-2003 00:00,Shipped,S24_3432,"Anna's Decorations, Ltd",Medium
10169,24,6,11-04-2003 00:00,Shipped,S24_4620,"Anna's Decorations, Ltd",Small
10169,26,9,11-04-2003 00:00,Shipped,S32_2206,"Anna's Decorations, Ltd",Small
10370,25,3,1/20/2005 0:00,Shipped,S32_3522,"Anna's Decorations, Ltd",Medium
10169,34,12,11-04-2003 00:00,Shipped,S32_4485,"Anna's Decorations, Ltd",Medium
10169,48,10,11-04-2003 00:00,Shipped,S50_4713,"Anna's Decorations, Ltd",Medium
10298,39,1,9/27/2004 0:00,Shipped,S10_2016,Atelier graphique,Medium
10123,26,2,5/20/2003 0:00,Shipped,S18_1589,Atelier graphique,Medium
10298,32,2,9/27/2004 0:00,Shipped,S18_2625,Atelier graphique,Small
10123,46,3,5/20/2003 0:00,Shipped,S18_2870,Atelier graphique,Medium
10123,34,4,5/20/2003 0:00,Shipped,S18_3685,Atelier graphique,Medium
10123,50,1,5/20/2003 0:00,Shipped,S24_1628,Atelier graphique,Small
10345,43,1,11/25/2004 0:00,Shipped,S24_2022,Atelier graphique,Small
10193,28,7,11/21/2003 0:00,Shipped,S18_1342,"Australian Collectables, Ltd",Medium
10193,46,6,11/21/2003 0:00,Shipped,S18_1367,"Australian Collectables, Ltd",Small
10193,21,14,11/21/2003 0:00,Shipped,S18_1749,"Australian Collectables, Ltd",Medium
10193,42,13,11/21/2003 0:00,Shipped,S18_2248,"Australian Collectables, Ltd",Small
10193,44,11,11/21/2003 0:00,Shipped,S18_2325,"Australian Collectables, Ltd",Medium
10193,22,8,11/21/2003 0:00,Shipped,S18_2795,"Australian Collectables, Ltd",Medium
10193,28,1,11/21/2003 0:00,Shipped,S18_2949,"Australian Collectables, Ltd",Small
10193,24,3,11/21/2003 0:00,Shipped,S18_2957,"Australian Collectables, Ltd",Small
10193,23,2,11/21/2003 0:00,Shipped,S18_3136,"Australian Collectables, Ltd",Small
10265,45,2,07-02-2004 00:00,Shipped,S18_3278,"Australian Collectables, Ltd",Medium
10193,32,5,11/21/2003 0:00,Shipped,S18_3320,"Australian Collectables, Ltd",Small
10265,49,1,07-02-2004 00:00,Shipped,S18_3482,"Australian Collectables, Ltd",Large
10415,51,5,05-09-2005 00:00,Disputed,S18_3856,"Australian Collectables, Ltd",Medium
10193,24,15,11/21/2003 0:00,Shipped,S18_4409,"Australian Collectables, Ltd",Small
10193,25,16,11/21/2003 0:00,Shipped,S18_4933,"Australian Collectables, Ltd",Small
10193,26,10,11/21/2003 0:00,Shipped,S24_1937,"Australian Collectables, Ltd",Small
10193,20,9,11/21/2003 0:00,Shipped,S24_2022,"Australian Collectables, Ltd",Small
10415,21,1,05-09-2005 00:00,Disputed,S24_2841,"Australian Collectables, Ltd",Small
10415,18,2,05-09-2005 00:00,Disputed,S24_3420,"Australian Collectables, Ltd",Small
10193,22,12,11/21/2003 0:00,Shipped,S24_3969,"Australian Collectables, Ltd",Small
10193,20,4,11/21/2003 0:00,Shipped,S24_4258,"Australian Collectables, Ltd",Small
10415,32,4,05-09-2005 00:00,Disputed,S700_2047,"Australian Collectables, Ltd",Medium
10415,42,3,05-09-2005 00:00,Disputed,S72_1253,"Australian Collectables, Ltd",Small
10223,37,1,2/20/2004 0:00,Shipped,S10_1678,"Australian Collectors, Co.",Medium
10347,30,1,11/29/2004 0:00,Shipped,S10_1949,"Australian Collectors, Co.",Medium
10120,29,3,4/29/2003 0:00,Shipped,S10_2016,"Australian Collectors, Co.",Small
10223,47,4,2/20/2004 0:00,Shipped,S10_2016,"Australian Collectors, Co.",Medium
10120,46,2,4/29/2003 0:00,Shipped,S10_4698,"Australian Collectors, Co.",Large
10223,49,3,2/20/2004 0:00,Shipped,S10_4698,"Australian Collectors, Co.",Large
10347,27,2,11/29/2004 0:00,Shipped,S10_4962,"Australian Collectors, Co.",Medium
10347,29,3,11/29/2004 0:00,Shipped,S12_1666,"Australian Collectors, Co.",Medium
10347,42,5,11/29/2004 0:00,Shipped,S18_1097,"Australian Collectors, Co.",Small
10342,40,2,11/24/2004 0:00,Shipped,S18_1129,"Australian Collectors, Co.",Medium
10125,32,1,5/21/2003 0:00,Shipped,S18_1342,"Australian Collectors, Co.",Medium
10347,21,7,11/29/2004 0:00,Shipped,S18_1367,"Australian Collectors, Co.",Small
10342,55,1,11/24/2004 0:00,Shipped,S18_1889,"Australian Collectors, Co.",Medium
10342,22,3,11/24/2004 0:00,Shipped,S18_1984,"Australian Collectors, Co.",Medium
10347,50,8,11/29/2004 0:00,Shipped,S18_2432,"Australian Collectors, Co.",Medium
10120,29,8,4/29/2003 0:00,Shipped,S18_2581,"Australian Collectors, Co.",Small
10223,47,9,2/20/2004 0:00,Shipped,S18_2581,"Australian Collectors, Co.",Medium
10120,46,4,4/29/2003 0:00,Shipped,S18_2625,"Australian Collectors, Co.",Small
10223,28,5,2/20/2004 0:00,Shipped,S18_2625,"Australian Collectors, Co.",Small
10125,34,2,5/21/2003 0:00,Shipped,S18_2795,"Australian Collectors, Co.",Medium
10347,21,6,11/29/2004 0:00,Shipped,S18_2795,"Australian Collectors, Co.",Medium
10347,48,9,11/29/2004 0:00,Shipped,S18_2949,"Australian Collectors, Co.",Medium
10347,34,10,11/29/2004 0:00,Shipped,S18_2957,"Australian Collectors, Co.",Small
10347,45,11,11/29/2004 0:00,Shipped,S18_3136,"Australian Collectors, Co.",Medium
10342,30,4,11/24/2004 0:00,Shipped,S18_3232,"Australian Collectors, Co.",Medium
10342,25,5,11/24/2004 0:00,Shipped,S18_3278,"Australian Collectors, Co.",Small
10347,26,12,11/29/2004 0:00,Shipped,S18_3320,"Australian Collectors, Co.",Small
10342,55,7,11/24/2004 0:00,Shipped,S18_3482,"Australian Collectors, Co.",Medium
10342,26,8,11/24/2004 0:00,Shipped,S18_3782,"Australian Collectors, Co.",Small
10347,45,4,11/29/2004 0:00,Shipped,S18_4600,"Australian Collectors, Co.",Medium
10342,38,11,11/24/2004 0:00,Shipped,S18_4721,"Australian Collectors, Co.",Medium
10120,35,1,4/29/2003 0:00,Shipped,S24_1578,"Australian Collectors, Co.",Medium
10223,32,2,2/20/2004 0:00,Shipped,S24_1578,"Australian Collectors, Co.",Small
10120,39,10,4/29/2003 0:00,Shipped,S24_1785,"Australian Collectors, Co.",Medium
10223,34,11,2/20/2004 0:00,Shipped,S24_1785,"Australian Collectors, Co.",Medium
10120,34,5,4/29/2003 0:00,Shipped,S24_2000,"Australian Collectors, Co.",Small
10223,38,6,2/20/2004 0:00,Shipped,S24_2000,"Australian Collectors, Co.",Small
10342,39,9,11/24/2004 0:00,Shipped,S24_2972,"Australian Collectors, Co.",Small
10342,48,10,11/24/2004 0:00,Shipped,S24_3371,"Australian Collectors, Co.",Small
10342,42,6,11/24/2004 0:00,Shipped,S24_3856,"Australian Collectors, Co.",Medium
10120,29,9,4/29/2003 0:00,Shipped,S24_4278,"Australian Collectors, Co.",Small
10223,23,10,2/20/2004 0:00,Shipped,S24_4278,"Australian Collectors, Co.",Small
10120,22,6,4/29/2003 0:00,Shipped,S32_1374,"Australian Collectors, Co.",Small
10223,21,7,2/20/2004 0:00,Shipped,S32_1374,"Australian Collectors, Co.",Small
10120,29,11,4/29/2003 0:00,Shipped,S32_4289,"Australian Collectors, Co.",Small
10223,20,12,2/20/2004 0:00,Shipped,S32_4289,"Australian Collectors, Co.",Small
10120,49,12,4/29/2003 0:00,Shipped,S50_1341,"Australian Collectors, Co.",Small
10223,41,13,2/20/2004 0:00,Shipped,S50_1341,"Australian Collectors, Co.",Small
10120,47,13,4/29/2003 0:00,Shipped,S700_1691,"Australian Collectors, Co.",Medium
10223,25,14,2/20/2004 0:00,Shipped,S700_1691,"Australian Collectors, Co.",Small
10120,24,15,4/29/2003 0:00,Shipped,S700_2466,"Australian Collectors, Co.",Small
10120,24,7,4/29/2003 0:00,Shipped,S700_2834,"Australian Collectors, Co.",Medium
10223,29,8,2/20/2004 0:00,Shipped,S700_2834,"Australian Collectors, Co.",Medium
10120,43,14,4/29/2003 0:00,Shipped,S700_3167,"Australian Collectors, Co.",Medium
10223,26,15,2/20/2004 0:00,Shipped,S700_3167,"Australian Collectors, Co.",Small
10174,34,4,11-06-2003 00:00,Shipped,S10_1949,"Australian Gift Network, Co",Large
10374,39,5,02-02-2005 00:00,Shipped,S10_2016,"Australian Gift Network, Co",Medium
10374,22,1,02-02-2005 00:00,Shipped,S10_4698,"Australian Gift Network, Co",Medium
10174,43,1,11-06-2003 00:00,Shipped,S12_1666,"Australian Gift Network, Co",Medium
10174,48,3,11-06-2003 00:00,Shipped,S18_1097,"Australian Gift Network, Co",Medium
10374,42,2,02-02-2005 00:00,Shipped,S18_2581,"Australian Gift Network, Co",Small
10374,22,4,02-02-2005 00:00,Shipped,S18_2625,"Australian Gift Network, Co",Small
10174,46,5,11-06-2003 00:00,Shipped,S18_2949,"Australian Gift Network, Co",Medium
10152,35,1,9/25/2003 0:00,Shipped,S18_4027,"Australian Gift Network, Co",Medium
10174,49,2,11-06-2003 00:00,Shipped,S18_4668,"Australian Gift Network, Co",Small
10152,25,4,9/25/2003 0:00,Shipped,S24_1444,"Australian Gift Network, Co",Small
10374,38,6,02-02-2005 00:00,Shipped,S24_1578,"Australian Gift Network, Co",Medium
10374,46,3,02-02-2005 00:00,Shipped,S24_1785,"Australian Gift Network, Co",Medium
10152,23,3,9/25/2003 0:00,Shipped,S24_4048,"Australian Gift Network, Co",Small
10152,33,2,9/25/2003 0:00,Shipped,S32_3207,"Australian Gift Network, Co",Small
10304,47,6,10-11-2004 00:00,Shipped,S10_1949,Auto Assoc. & Cie.,Large
10216,43,1,02-02-2004 00:00,Shipped,S12_1666,Auto Assoc. & Cie.,Medium
10304,39,3,10-11-2004 00:00,Shipped,S12_1666,Auto Assoc. & Cie.,Medium
10304,46,5,10-11-2004 00:00,Shipped,S18_1097,Auto Assoc. & Cie.,Medium
10304,37,13,10-11-2004 00:00,Shipped,S18_1342,Auto Assoc. & Cie.,Medium
10304,37,12,10-11-2004 00:00,Shipped,S18_1367,Auto Assoc. & Cie.,Small
10304,24,17,10-11-2004 00:00,Shipped,S18_2325,Auto Assoc. & Cie.,Small
10304,20,14,10-11-2004 00:00,Shipped,S18_2795,Auto Assoc. & Cie.,Medium
10304,46,7,10-11-2004 00:00,Shipped,S18_2949,Auto Assoc. & Cie.,Medium
10304,24,9,10-11-2004 00:00,Shipped,S18_2957,Auto Assoc. & Cie.,Small
10304,26,8,10-11-2004 00:00,Shipped,S18_3136,Auto Assoc. & Cie.,Small
10304,38,11,10-11-2004 00:00,Shipped,S18_3320,Auto Assoc. & Cie.,Medium
10304,34,4,10-11-2004 00:00,Shipped,S18_4668,Auto Assoc. & Cie.,Small
10304,23,16,10-11-2004 00:00,Shipped,S24_1937,Auto Assoc. & Cie.,Small
10304,44,15,10-11-2004 00:00,Shipped,S24_2022,Auto Assoc. & Cie.,Small
10304,33,10,10-11-2004 00:00,Shipped,S24_4258,Auto Assoc. & Cie.,Medium
10304,36,2,10-11-2004 00:00,Shipped,S32_3522,Auto Assoc. & Cie.,Small
10304,40,1,10-11-2004 00:00,Shipped,S700_2824,Auto Assoc. & Cie.,Medium
10211,41,14,1/15/2004 0:00,Shipped,S10_1678,Auto Canal Petit,Medium
10402,45,1,04-07-2005 00:00,Shipped,S10_2016,Auto Canal Petit,Medium
10211,41,2,1/15/2004 0:00,Shipped,S12_1099,Auto Canal Petit,Large
10211,36,13,1/15/2004 0:00,Shipped,S12_2823,Auto Canal Petit,Medium
10211,28,3,1/15/2004 0:00,Shipped,S12_3990,Auto Canal Petit,Small
10402,55,2,04-07-2005 00:00,Shipped,S18_2625,Auto Canal Petit,Medium
10211,35,5,1/15/2004 0:00,Shipped,S18_3278,Auto Canal Petit,Small
10252,20,2,5/26/2004 0:00,Shipped,S18_3278,Auto Canal Petit,Small
10211,28,4,1/15/2004 0:00,Shipped,S18_3482,Auto Canal Petit,Medium
10252,41,1,5/26/2004 0:00,Shipped,S18_3482,Auto Canal Petit,Medium
10211,46,8,1/15/2004 0:00,Shipped,S18_3782,Auto Canal Petit,Small
10252,31,5,5/26/2004 0:00,Shipped,S18_3782,Auto Canal Petit,Small
10211,41,7,1/15/2004 0:00,Shipped,S18_4721,Auto Canal Petit,Medium
10252,26,4,5/26/2004 0:00,Shipped,S18_4721,Auto Canal Petit,Medium
10211,25,15,1/15/2004 0:00,Shipped,S24_1578,Auto Canal Petit,Small
10402,59,3,04-07-2005 00:00,Shipped,S24_2000,Auto Canal Petit,Medium
10211,21,11,1/15/2004 0:00,Shipped,S24_2360,Auto Canal Petit,Small
10252,47,8,5/26/2004 0:00,Shipped,S24_2360,Auto Canal Petit,Medium
10211,48,1,1/15/2004 0:00,Shipped,S24_3371,Auto Canal Petit,Small
10211,22,6,1/15/2004 0:00,Shipped,S24_4620,Auto Canal Petit,Small
10252,38,3,5/26/2004 0:00,Shipped,S24_4620,Auto Canal Petit,Medium
10211,41,9,1/15/2004 0:00,Shipped,S32_2206,Auto Canal Petit,Small
10252,36,6,5/26/2004 0:00,Shipped,S32_2206,Auto Canal Petit,Small
10211,37,12,1/15/2004 0:00,Shipped,S32_4485,Auto Canal Petit,Medium
10252,25,9,5/26/2004 0:00,Shipped,S32_4485,Auto Canal Petit,Small
10211,40,10,1/15/2004 0:00,Shipped,S50_4713,Auto Canal Petit,Medium
10252,48,7,5/26/2004 0:00,Shipped,S50_4713,Auto Canal Petit,Medium
10130,40,2,6/16/2003 0:00,Shipped,S18_3029,Auto-Moto Classics Inc.,Medium
10290,26,2,09-07-2004 00:00,Shipped,S18_3320,Auto-Moto Classics Inc.,Small
10130,33,1,6/16/2003 0:00,Shipped,S18_3856,Auto-Moto Classics Inc.,Medium
10290,45,1,09-07-2004 00:00,Shipped,S24_4258,Auto-Moto Classics Inc.,Medium
10352,23,3,12-03-2004 00:00,Shipped,S700_2047,Auto-Moto Classics Inc.,Small
10352,49,2,12-03-2004 00:00,Shipped,S700_2466,Auto-Moto Classics Inc.,Medium
10352,22,1,12-03-2004 00:00,Shipped,S700_4002,Auto-Moto Classics Inc.,Small
10352,49,4,12-03-2004 00:00,Shipped,S72_1253,Auto-Moto Classics Inc.,Small
10306,31,13,10/14/2004 0:00,Shipped,S12_1108,"AV Stores, Co.",Medium
10306,34,14,10/14/2004 0:00,Shipped,S12_3148,"AV Stores, Co.",Medium
10306,20,12,10/14/2004 0:00,Shipped,S12_3891,"AV Stores, Co.",Medium
10332,46,15,11/17/2004 0:00,Shipped,S18_1342,"AV Stores, Co.",Medium
10332,27,16,11/17/2004 0:00,Shipped,S18_1367,"AV Stores, Co.",Small
10110,37,16,3/18/2003 0:00,Shipped,S18_1589,"AV Stores, Co.",Medium
10110,42,7,3/18/2003 0:00,Shipped,S18_1749,"AV Stores, Co.",Medium
10110,32,6,3/18/2003 0:00,Shipped,S18_2248,"AV Stores, Co.",Small
10332,38,9,11/17/2004 0:00,Shipped,S18_2248,"AV Stores, Co.",Medium
10110,33,4,3/18/2003 0:00,Shipped,S18_2325,"AV Stores, Co.",Medium
10332,35,8,11/17/2004 0:00,Shipped,S18_2325,"AV Stores, Co.",Small
10110,31,1,3/18/2003 0:00,Shipped,S18_2795,"AV Stores, Co.",Medium
10332,24,1,11/17/2004 0:00,Shipped,S18_2795,"AV Stores, Co.",Small
10332,26,17,11/17/2004 0:00,Shipped,S18_2957,"AV Stores, Co.",Small
10332,40,18,11/17/2004 0:00,Shipped,S18_3136,"AV Stores, Co.",Small
10306,32,9,10/14/2004 0:00,Shipped,S18_3140,"AV Stores, Co.",Medium
10306,40,11,10/14/2004 0:00,Shipped,S18_3259,"AV Stores, Co.",Medium
10306,23,16,10/14/2004 0:00,Shipped,S18_4027,"AV Stores, Co.",Medium
10110,28,8,3/18/2003 0:00,Shipped,S18_4409,"AV Stores, Co.",Small
10332,50,2,11/17/2004 0:00,Shipped,S18_4409,"AV Stores, Co.",Large
10306,39,8,10/14/2004 0:00,Shipped,S18_4522,"AV Stores, Co.",Medium
10110,42,9,3/18/2003 0:00,Shipped,S18_4933,"AV Stores, Co.",Small
10332,21,3,11/17/2004 0:00,Shipped,S18_4933,"AV Stores, Co.",Medium
10110,36,13,3/18/2003 0:00,Shipped,S24_1046,"AV Stores, Co.",Medium
10332,23,4,11/17/2004 0:00,Shipped,S24_1046,"AV Stores, Co.",Small
10110,29,15,3/18/2003 0:00,Shipped,S24_1628,"AV Stores, Co.",Small
10332,20,5,11/17/2004 0:00,Shipped,S24_1628,"AV Stores, Co.",Small
10110,20,3,3/18/2003 0:00,Shipped,S24_1937,"AV Stores, Co.",Small
10332,45,6,11/17/2004 0:00,Shipped,S24_1937,"AV Stores, Co.",Medium
10306,29,7,10/14/2004 0:00,Shipped,S24_2011,"AV Stores, Co.",Medium
10110,39,2,3/18/2003 0:00,Shipped,S24_2022,"AV Stores, Co.",Small
10332,26,10,11/17/2004 0:00,Shipped,S24_2022,"AV Stores, Co.",Small
10110,43,11,3/18/2003 0:00,Shipped,S24_2766,"AV Stores, Co.",Medium
10332,39,7,11/17/2004 0:00,Shipped,S24_2766,"AV Stores, Co.",Medium
10110,46,10,3/18/2003 0:00,Shipped,S24_2887,"AV Stores, Co.",Medium
10332,44,11,11/17/2004 0:00,Shipped,S24_2887,"AV Stores, Co.",Small
10306,31,2,10/14/2004 0:00,Shipped,S24_3151,"AV Stores, Co.",Small
10110,27,12,3/18/2003 0:00,Shipped,S24_3191,"AV Stores, Co.",Small
10332,45,12,11/17/2004 0:00,Shipped,S24_3191,"AV Stores, Co.",Small
10110,37,14,3/18/2003 0:00,Shipped,S24_3432,"AV Stores, Co.",Medium
10332,31,13,11/17/2004 0:00,Shipped,S24_3432,"AV Stores, Co.",Small
10110,48,5,3/18/2003 0:00,Shipped,S24_3969,"AV Stores, Co.",Small
10332,41,14,11/17/2004 0:00,Shipped,S24_3969,"AV Stores, Co.",Medium
10306,46,17,10/14/2004 0:00,Shipped,S32_3207,"AV Stores, Co.",Small
10306,34,15,10/14/2004 0:00,Shipped,S50_1514,"AV Stores, Co.",Small
10306,50,3,10/14/2004 0:00,Shipped,S700_1138,"AV Stores, Co.",Small
10306,38,10,10/14/2004 0:00,Shipped,S700_1938,"AV Stores, Co.",Medium
10306,43,1,10/14/2004 0:00,Shipped,S700_2610,"AV Stores, Co.",Medium
10306,32,4,10/14/2004 0:00,Shipped,S700_3505,"AV Stores, Co.",Small
10306,30,5,10/14/2004 0:00,Shipped,S700_3962,"AV Stores, Co.",Medium
10306,35,6,10/14/2004 0:00,Shipped,S72_3212,"AV Stores, Co.",Small
10309,41,5,10/15/2004 0:00,Shipped,S10_1678,Baane Mini Imports,Medium
10103,26,11,1/29/2003 0:00,Shipped,S10_1949,Baane Mini Imports,Medium
10325,47,6,11-05-2004 00:00,Shipped,S10_4757,Baane Mini Imports,Medium
10103,42,4,1/29/2003 0:00,Shipped,S10_4962,Baane Mini Imports,Medium
10325,42,8,11-05-2004 00:00,Shipped,S12_1108,Baane Mini Imports,Small
10103,27,8,1/29/2003 0:00,Shipped,S12_1666,Baane Mini Imports,Medium
10309,26,4,10/15/2004 0:00,Shipped,S12_2823,Baane Mini Imports,Medium
10325,24,1,11-05-2004 00:00,Shipped,S12_3891,Baane Mini Imports,Small
10103,35,10,1/29/2003 0:00,Shipped,S18_1097,Baane Mini Imports,Medium
10103,22,2,1/29/2003 0:00,Shipped,S18_2432,Baane Mini Imports,Small
10103,27,12,1/29/2003 0:00,Shipped,S18_2949,Baane Mini Imports,Small
10103,35,14,1/29/2003 0:00,Shipped,S18_2957,Baane Mini Imports,Small
10103,25,13,1/29/2003 0:00,Shipped,S18_3136,Baane Mini Imports,Small
10325,24,9,11-05-2004 00:00,Shipped,S18_3140,Baane Mini Imports,Small
